BANC,FAFB,MCNS
720575941523681867,720575940631408914,806653
720575941513085004,720575940628810005,89313
720575941593888625,720575940627596049,15363
720575941401655075,720575940633357651,32869
720575941497242953,720575940627927351,67463
720575941591307916,720575940614232738,68988
720575941440493397,720575940619937445,517755
720575941633588411,720575940625468936,99438
720575941597270720,720575940640715728,116633
720575941565436770,720575940633557355,804370
720575941514096787,720575940622529569,60741
720575941478244482,720575940643051405,41710
720575941591780648,720575940617951291,97316
720575941630026210,720575940633316895,45084
720575941662694712,720575940619997854,59737
720575941526461773,720575940636116581,16577
720575941499389513,720575940626571602,807618
720575941471606336,720575940645549678,909410
720575941534629866,720575940612031469,91323
720575941476650270,720575940629629289,161230
720575941506990626,720575940632763852,94883
720575941596139141,720575940618791515,30075
720575941554841683,720575940610449587,252053
720575941474361130,720575940611303522,28333
720575941585623774,720575940617859121,20497
720575941430588001,720575940626457406,907895
720575941466914646,720575940626858544,78418
720575941498961058,720575940639043280,14342
720575941572286217,720575940606454048,108119
720575941457475142,720575940622702320,88116
720575941595180913,720575940613379186,513865
720575941610911977,720575940631918696,79283
720575941555258596,720575940631301829,193042
720575941535138074,720575940614648482,95278
720575941586378974,720575940630524943,60971
720575941504127723,720575940632691364,112247
720575941477845313,720575940619571009,75897
720575941432998158,720575940634284639,58958
720575941575223656,720575940608249969,76975
720575941592282582,720575940635072692,91545
720575941539300850,720575940625713033,58316
720575941685022959,720575940636319339,102741
720575941688208652,720575940616792577,95674
720575941469163127,720575940617675613,18108
720575941460096708,720575940627866378,81034
720575941687430924,720575940616739122,58606
720575941643367288,720575940616938171,60885
720575941626526602,720575940636945380,132257
720575941597665472,720575940628875688,56361
720575941616247253,720575940625213454,168817
720575941542829085,720575940638162921,50196
720575941513973241,720575940626372733,806751
720575941486591810,720575940661268865,37313
720575941668618483,720575940613706818,517869
720575941612574361,720575940648580740,81415
720575941490695625,720575940626695196,71435
720575941535016370,720575940621105243,88791
720575941569549170,720575940617551321,117414
720575941516031660,720575940630330238,62358
720575941573692559,720575940628577960,89177
720575941569365498,720575940611291182,43732
720575941531470821,720575940622331574,127542
720575941509461776,720575940634989081,102052
720575941554320897,720575940617101213,811531
720575941391992836,720575940636800654,108680
720575941470744896,720575940628714089,91426
720575941475724084,720575940624377358,15961
720575941614841045,720575940604500960,130714
720575941448161885,720575940637763150,23419
720575941629562918,720575940619392892,202018
720575941525792100,720575940627991689,118681
720575941526941698,720575940655952289,810642
720575941559740973,720575940620129961,814084
720575941480348751,720575940639663669,904323
720575941438690604,720575940633954460,804637
720575941639402357,720575940628432400,58355
720575941633288901,720575940623242900,801069
720575941475972145,720575940636914830,69062
720575941558332964,720575940624299499,153269
720575941558167278,720575940629468715,103847
720575941611733350,720575940623024929,59215
720575941564682135,720575940645743908,113789
720575941644874952,720575940615044502,816144
720575941566752054,720575940633839405,47299
720575941439826383,720575940630291052,82401
720575941448779086,720575940621563841,810547
720575941460896269,720575940617578708,146740
720575941599873321,720575940626735364,523392
720575941591284364,720575940638378047,58689
720575941669223847,720575940624813437,805006
720575941534227178,720575940622319898,89603
720575941549165345,720575940628659305,910391
720575941563652871,720575940629563006,99950
720575941515283555,720575940633553820,40750
720575941485450562,720575940637317006,27417
720575941631001836,720575940622178337,142444
720575941574685032,720575940633204575,38771
720575941480631426,720575940614261610,805321
720575941539997389,720575940623401703,57587
720575941525645645,720575940624173063,30104
720575941495007614,720575940631372396,155712
720575941476020289,720575940627594540,47062
720575941611232941,720575940639723854,55409
720575941688352268,720575940622762995,813185
720575941506373655,720575940611768418,141892
720575941413686161,720575940632239277,59969
720575941593029672,720575940632364569,164863
720575941562578066,720575940620303380,818748
720575941416668700,720575940624694798,808168
720575941515911171,720575940620028982,801447
720575941542123356,720575940636903031,29400
720575941585998726,720575940617854493,805880
720575941480527234,720575940608517212,104942
720575941495321984,720575940641231744,62179
720575941594056231,720575940622596777,36529
720575941441035355,720575940631239468,35315
720575941503926359,720575940632738897,810330
720575941481832131,720575940613633177,810507
720575941505020325,720575940619245191,64579
720575941617003221,720575940622228318,807316
720575941528044164,720575940624109715,138148
720575941448391005,720575940615076162,24460
720575941471926080,720575940618524830,102409
720575941513371971,720575940634498202,12763
720575941352675888,720575940627101302,164822
720575941416629276,720575940627219475,130171
720575941589768332,720575940630311528,188633
720575941594893526,720575940647948852,85122
720575941412319889,720575940636785509,118713
720575941653253649,720575940640625792,521766
720575941474068064,720575940621198017,36470
720575941449458810,720575940618192273,34593
720575941592869928,720575940610216405,49372
720575941702862042,720575940644574243,53536
720575941480077251,720575940624137624,512482
720575941477111345,720575940628071162,808397
720575941534202802,720575940643567652,41428
720575941628024889,720575940640389208,95679
720575941523062007,720575940625058487,65587
720575941515892323,720575940625962172,810158
720575941606553709,720575940616418354,51004
720575941553143297,720575940640032600,28824
720575941490394825,720575940613466026,551812
720575941578801233,720575940638126755,140809
720575941497713058,720575940626005586,25296
720575941498017097,720575940628994101,103271
720575941401219619,720575940616153371,66002
720575941536271898,720575940622598441,144238
720575941524190820,720575940624469700,116342
720575941632599493,720575940609316291,909151
720575941609416934,720575940635906160,153870
720575941492979632,720575940617226964,49555
720575941438421036,720575940626163202,129838
720575941542900997,720575940629509948,13741
720575941527525798,720575940621321412,90504
720575941690325467,720575940627512619,905597
720575941568289394,720575940613580438,89147
720575941644023160,720575940639795389,56189
720575941431077769,720575940623189784,28970
720575941618260607,720575940617210171,131761
720575941627663417,720575940638808448,526522
720575941410131311,720575940627550799,902459
720575941643789688,720575940627486778,567427
720575941557979172,720575940629450622,83732
720575941575280904,720575940620134224,113963
720575941669828273,720575940632907320,86659
720575941611709404,720575940608985208,99350
720575941550401535,720575940616739397,33383
720575941482588611,720575940625483066,17072
720575941515631097,720575940628756951,138011
720575941566793774,720575940612936446,99407
720575941575602358,720575940652886177,62312
720575941438069036,720575940611775717,808807
720575941439809621,720575940622297980,65990
720575941532900586,720575940623339305,812122
720575941602295998,720575940628463042,67624
720575941411117483,720575940623012746,60123
720575941470804599,720575940628842106,13373
720575941533048549,720575940631745367,906363
720575941475950641,720575940605630944,35385
720575941502805591,720575940626850762,104869
720575941519179480,720575940632497768,115386
720575941559774702,720575940637314679,34931
720575941413784977,720575940616292165,62140
720575941508434817,720575940634536858,539620
720575941596189297,720575940613793950,17326
720575941431388152,720575940632290079,80282
720575941470644235,720575940625568748,53772
720575941563412834,720575940622486057,813277
720575941412231023,720575940616541585,906066
720575941523580151,720575940639297408,113192
720575941441263195,720575940613524082,117056
720575941518029934,720575940619734430,19740
720575941471804683,720575940607749077,25831
720575941435846418,720575940615786562,115582
720575941434307872,720575940635633271,55812
720575941461149636,720575940612198513,801959
720575941519623022,720575940606489702,530151
720575941567129134,720575940620723521,30026
720575941414536593,720575940618798470,121055
720575941557771556,720575940628076544,89472
720575941539175573,720575940646215022,908281
720575941431835351,720575940611118894,815131
720575941527183526,720575940634599137,69323
720575941574929309,720575940638504270,45602
720575941574548219,720575940626324632,547708
720575941471189515,720575940639684515,92082
720575941679002301,720575940619140123,89939
720575941670125489,720575940628102876,809266
720575941589459198,720575940617395412,94557
720575941564126774,720575940632171940,139858
720575941517163923,720575940625747593,817651
720575941623621514,720575940627722826,811054
720575941614309139,720575940631361654,111983
720575941507403845,720575940628964089,52279
720575941565253895,720575940610445922,903086
720575941644779720,720575940611658482,16997
720575941611457098,720575940628329546,39094
720575941555280100,720575940641296525,58414
720575941564417122,720575940630721295,60258
720575941504697794,720575940625117623,85508
720575941525888100,720575940621171828,22283
720575941521273779,720575940614819178,87358
720575941544490676,720575940625178768,90275
720575941445491476,720575940616985995,108545
720575941465967894,720575940607619011,104617
720575941575948377,720575940615105130,80497
720575941590752652,720575940631344914,64687
720575941562910354,720575940625889317,71076
720575941518431927,720575940612446866,24538
720575941503948119,720575940631432697,813343
720575941461881284,720575940644000548,54690
720575941526476388,720575940637062878,121165
720575941542116956,720575940609106133,21998
720575941560975917,720575940625418983,47239
720575941634176187,720575940631800120,912181
720575941508706689,720575940616819483,146668
720575941510801424,720575940610485458,523830
720575941415821852,720575940626214275,809916
720575941579737681,720575940628799439,27505
720575941438401324,720575940621739611,97287
720575941543684357,720575940635707534,31466
720575941572430494,720575940648664708,57285
720575941490578485,720575940632617100,77459
720575941565712279,720575940616853365,815680
720575941553008385,720575940625690570,49955
720575941564832263,720575940634064831,16237
720575941491064039,720575940632741728,805550
720575941514169443,720575940608346242,86786
720575941556816548,720575940628766415,73246
720575941564739687,720575940655271585,42632
720575941540185213,720575940615903455,86564
720575941548413501,720575940615600543,123077
720575941552401562,720575940621008519,14624
720575941563344391,720575940653877409,517966
720575941452968243,720575940612610789,95245
720575941502081515,720575940611617400,76590
720575941468942813,720575940616304925,104118
720575941583153798,720575940618080257,39312
720575941472151104,720575940633925788,39947
720575941518204888,720575940619284022,522456
720575941594846245,720575940610095172,129629
720575941631665890,720575940613498861,79824
720575941525374466,720575940627666506,69704
720575941467352406,720575940632511503,23578
720575941565736343,720575940623901965,17142
720575941573575433,720575940618765528,119791
720575941436935980,720575940619700288,521102
720575941585311366,720575940629353319,518778
720575941505923909,720575940621337025,22546
720575941461972676,720575940620319727,149090
720575941539626389,720575940635411374,810560
720575941496282567,720575940614509458,11156
720575941403137648,720575940623855117,123047
720575941467235293,720575940646459188,48906
720575941448549908,720575940629198636,46169
720575941553881089,720575940659645313,817745
720575941596678021,720575940637292901,814816
720575941653355281,720575940623160456,811714
720575941611031785,720575940613774033,97528
720575941623442796,720575940638747620,114936
720575941462054288,720575940640405821,76200
720575941574039048,720575940625281544,126887
720575941566606183,720575940627188241,812916
720575941566446126,720575940625301860,118542
720575941598725020,720575940626800145,132472
720575941503449026,720575940617755065,133504
720575941486242114,720575940613884926,814865
720575941534771137,720575940622692621,35535
720575941508656656,720575940622163020,74613
720575941564911714,720575940622565982,122472
720575941558795044,720575940621639777,66400
720575941430106104,720575940622589197,38041
720575941612899548,720575940633036369,53249
720575941640119839,720575940606295217,60751
720575941593226859,720575940622625494,64372
720575941633297595,720575940624433027,32518
720575941504593431,720575940621276585,84026
720575941513936963,720575940619875060,42774
720575941574757992,720575940623441449,814506
720575941553284231,720575940643520564,812014
720575941517415340,720575940632662611,28215
720575941534462401,720575940623670237,110502
720575941589569022,720575940629150261,67668
720575941514621251,720575940631907159,112653
720575941616855590,720575940627081368,109340
720575941560435315,720575940608329481,24348
720575941511275986,720575940620514213,142691
720575941474111035,720575940630743972,516870
720575941570823752,720575940625454108,51867
720575941611221481,720575940627215377,38493
720575941517726936,720575940624968887,71049
720575941571640734,720575940608839435,32165
720575941500955115,720575940611688214,36903
720575941594966309,720575940617861755,93191
720575941574311581,720575940612607953,90788
720575941671346855,720575940622708151,45304
720575941532807043,720575940627627539,98575
720575941553311898,720575940618251554,110766
720575941483745277,720575940637889443,61535
720575941468980445,720575940624283945,197028
720575941514194385,720575940620899967,815827
720575941623042044,720575940623750325,78739
720575941392658582,720575940615706274,94876
720575941502236555,720575940626956837,138328
720575941613245459,720575940620662036,21644
720575941470192605,720575940629908540,818638
720575941614842069,720575940623890470,99663
720575941438974687,720575940617868433,43785
720575941447343636,720575940646523188,907849
720575941649178389,720575940633117229,164516
720575941600080937,720575940631466783,210246
720575941690873752,720575940641216384,92109
720575941515072147,720575940625699992,153120
720575941595072726,720575940637037540,805547
720575941607564909,720575940622123144,24214
720575941730797611,720575940628424642,121493
720575941561483821,720575940616297729,52995
720575941479562882,720575940626912387,63811
720575941567696116,720575940637663918,21197
720575941641549394,720575940621397675,132599
720575941459424326,720575940629841530,67225
720575941443884202,720575940622497791,56059
720575941525676802,720575940610423538,123623
720575941641494866,720575940625821332,97320
720575941495218119,720575940622369148,907398
720575941434420878,720575940615618684,118210
720575941555059539,720575940614302370,106031
720575941591051774,720575940638730310,451940
720575941610665389,720575940622273868,45387
720575941411527057,720575940634462304,60259
720575941503400764,720575940644911470,48381
720575941566660199,720575940629051547,172598
720575941630371269,720575940613300722,20778
720575941576147304,720575940644403104,43218
720575941610171053,720575940624267957,43559
720575941555190867,720575940624293564,17780
720575941440162239,720575940638374051,95432
720575941650696977,720575940616986310,119406
720575941587471428,720575940640897955,148832
720575941571527432,720575940632772013,54334
720575941557102628,720575940622007361,166627
720575941516503000,720575940612172657,65263
720575941556495076,720575940612360755,27216
720575941630102725,720575940616148530,85529
720575941448990557,720575940617364002,19430
720575941668399025,720575940614915582,189903
720575941509168001,720575940628384778,31378
720575941569016058,720575940625978300,42056
720575941643728328,720575940630219428,811023
720575941567841780,720575940642346741,74495
720575941434317198,720575940604427232,535381
720575941663590780,720575940612919410,811523
720575941501878667,720575940615210508,33868
720575941452416839,720575940634693089,28812
720575941481119930,720575940625149744,18818
720575941561916416,720575940632282572,106921
720575941542593372,720575940617504561,112430
720575941572571387,720575940627908969,95331
720575941499464610,720575940617880199,142436
720575941564001024,720575940626806033,814667
720575941416717340,720575940625804180,43543
720575941480690818,720575940638701877,69438
720575941525145700,720575940627517442,173130
720575941430475223,720575940643836196,47211
720575941562408711,720575940625741326,30491
720575941543659625,720575940655430305,92956
720575941537824740,720575940622675973,51627
720575941545982396,720575940626268934,553415
720575941468338551,720575940629101642,73846
720575941671514023,720575940613663658,809119
720575941498948425,720575940627907883,559817
720575941412301423,720575940628059986,19397
720575941480830403,720575940634334675,549377
720575941412066961,720575940625241843,16281
720575941400207907,720575940628398202,805551
720575941572075678,720575940614908113,100745
720575941471422987,720575940626128386,124659
720575941563241479,720575940619749979,908831
720575941408030894,720575940616858501,41962
720575941412539540,720575940611201433,87630
720575941588447287,720575940616046790,120434
720575941553287195,720575940629028880,12855
720575941462221968,720575940623441800,908438
720575941537304808,720575940625389058,128960
720575941550236989,720575940624116666,129637
720575941557537774,720575940619107638,48588
720575941461354451,720575940618459485,44353
720575941528976004,720575940645024036,68195
720575941449978183,720575940615149999,539273
720575941611615507,720575940634553754,78915
720575941466644054,720575940613650413,45366
720575941722774074,720575940627455912,805323
720575941623389642,720575940630048768,25307
720575941584118367,720575940619620596,33520
720575941459268819,720575940633626593,161574
720575941573384118,720575940626663452,74807
720575941534106546,720575940615261346,52725
720575941402227568,720575940635624184,49780
720575941628361766,720575940622456589,206739
720575941554249188,720575940610232789,111206
720575941534361578,720575940626171261,31275
720575941538696853,720575940638163428,45818
720575941498994505,720575940617773851,539982
720575941632339131,720575940635781812,77225
720575941592543958,720575940618493211,519830
720575941486102082,720575940617422238,529175
720575941625099419,720575940630976855,26911
720575941505801276,720575940627507581,84378
720575941490117326,720575940655650721,24900
720575941653538065,720575940631254609,55452
720575941611210086,720575940620983637,63518
720575941530969547,720575940622523681,521786
720575941458203859,720575940624222205,28092
720575941441840731,720575940610224738,810716
720575941594580182,720575940628883838,567214
720575941433996064,720575940605068576,290285
720575941591649932,720575940629123966,801347
720575941456915437,720575940627461905,805842
720575941639171615,720575940630673483,142350
720575941557761828,720575940628713988,81327
720575941618288511,720575940622140086,550999
720575941549685053,720575940630315514,85336
720575941590317352,720575940632093288,70769
720575941566465326,720575940644446062,58685
720575941536016833,720575940616907062,12803
720575941564573287,720575940630906319,120891
720575941425752404,720575940630342615,104309
720575941549655102,720575940635359127,97580
720575941645172088,720575940607562507,516724
720575941587396151,720575940617133963,98147
720575941512591313,720575940619984705,31488
720575941502450315,720575940632810721,35492
720575941688861147,720575940620716897,103975
720575941490895564,720575940637919295,161592
720575941534647050,720575940615335458,25733
720575941643956424,720575940612286562,118387
720575941461449616,720575940617540411,50956
720575941606686829,720575940627873822,39239
720575941475347771,720575940624845389,808264
720575941432481633,720575940625475592,82246
720575941439647199,720575940621422612,811192
720575941687078127,720575940622634060,114900
720575941433345550,720575940644585764,814133
720575941546064745,720575940619601428,25381
720575941450576809,720575940615062568,20180
720575941690463384,720575940627850312,99329
720575941450208634,720575940634350291,20373
720575941469061239,720575940625794023,530885
720575941542605660,720575940610955925,25730
720575941439175442,720575940615147315,93769
720575941461036484,720575940615692690,27041
720575941562842112,720575940614042178,12890
720575941611771750,720575940613688743,10430
720575941499119585,720575940619744532,910012
720575941624821100,720575940613534354,134722
720575941609615206,720575940634927096,30853
720575941578719833,720575940622680541,74359
720575941580693625,720575940628480262,41902
720575941505300645,720575940627086266,358440
720575941515995747,720575940631976978,805563
720575941723679802,720575940616731916,113307
720575941679685565,720575940628837787,112138
720575941520167790,720575940626808963,55199
720575941687097583,720575940616335263,47773
720575941535974938,720575940631567129,107297
720575941669857457,720575940618618113,63969
720575941525681410,720575940619651920,531636
720575941481012131,720575940607210370,47365
720575941700629722,720575940639972816,12560
720575941494742215,720575940618263297,79270
720575941572132680,720575940625448171,121468
720575941473756987,720575940618547897,524065
720575941400688419,720575940640207413,124385
720575941471140107,720575940637664357,45416
720575941470752887,720575940624226633,31818
720575941479485263,720575940659307649,110049
720575941471405664,720575940640501411,175692
720575941510943186,720575940617112882,261132
720575941493937790,720575940619886494,69911
720575941508220289,720575940632719673,514442
720575941585890694,720575940612078030,68908
720575941406568495,720575940644279150,23645
720575941486021584,720575940623482120,806157
720575941565520942,720575940613239282,159060
720575941512043985,720575940611649010,47679
720575941591538216,720575940628053074,77636
720575941407056558,720575940623575335,140273
720575941662422840,720575940629166391,27001
720575941519047384,720575940615408059,42780
720575941554675098,720575940637591622,22167
720575941538974333,720575940635197291,25200
720575941515945571,720575940614323606,519647
720575941563992320,720575940640437133,74460
720575941598268864,720575940635628951,77193
720575941393245956,720575940622601610,15168
720575941486311746,720575940639154510,71057
720575941609413862,720575940635020698,78027
720575941475006267,720575940634707863,47425
720575941562759336,720575940644292631,529228
720575941469521216,720575940637369957,145470
720575941526778137,720575940618647616,44999
720575941477503284,720575940622744048,91548
720575941529775307,720575940629850895,24653
720575941571878813,720575940617681553,52243
720575941591252620,720575940631323500,816619
720575941436693536,720575940619011494,20270
720575941643427429,720575940621897648,65293
720575941490055989,720575940621657782,109715
720575941611963309,720575940615442174,82110
720575941447379988,720575940627979909,58077
720575941662429308,720575940623192039,11567
720575941530635749,720575940628856380,54568
720575941410449323,720575940637993525,530184
720575941477521972,720575940634869911,550423
720575941654630105,720575940630084352,21725
720575941450216029,720575940630153978,396316
720575941393538966,720575940628873192,63657
720575941509044496,720575940623992503,52227
720575941696322778,720575940619801173,78538
720575941623818348,720575940618259739,79730
720575941429814665,720575940622382964,36810
720575941569244154,720575940636917737,531306
720575941539280789,720575940627469903,84336
720575941519614318,720575940625114174,822417
720575941643382177,720575940628407852,55583
720575941516501395,720575940626839600,37754
720575941655210964,720575940626985482,157189
720575941539303061,720575940621418573,54160
720575941566317102,720575940621061285,44467
720575941443217322,720575940621647238,174285
720575941451666298,720575940618265883,75833
720575941450798151,720575940619875157,525571
720575941596668608,720575940631742156,88074
720575941412312687,720575940613478963,66600
720575941498137467,720575940637847605,525530
720575941433324046,720575940612883710,36210
720575941516141146,720575940625927868,70415
720575941632319724,720575940638223686,63062
720575941535648746,720575940624149784,525956
720575941521272311,720575940625839800,523661
720575941654389721,720575940612095586,94796
720575941489768654,720575940624704601,50361
720575941603880182,720575940623013389,66057
720575941533990787,720575940626746567,51719
720575941448529742,720575940624795662,189153
720575941507062341,720575940603943648,49893
720575941456801261,720575940630622803,72348
720575941579069777,720575940626783720,47138
720575941640608031,720575940624020323,804031
720575941569258866,720575940620390741,53041
720575941609316170,720575940628293481,62055
720575941645022920,720575940634460385,70369
720575941440011727,720575940613223830,62574
720575941477857076,720575940628569243,35462
720575941546826940,720575940650844150,811716
720575941401905955,720575940617504581,802199
720575941597531804,720575940624549820,807545
720575941455785709,720575940630291582,62487
720575941440389583,720575940634675819,48000
720575941477641793,720575940645187620,520879
720575941640957029,720575940609794372,500047
720575941536257985,720575940630284791,514861
720575941633632187,720575940615874619,27392
720575941612425190,720575940611152537,103001
720575941616811221,720575940616805179,268100
720575941596915136,720575940636733582,66450
720575941534257496,720575940622637411,96362
720575941430790575,720575940617244555,49441
720575941480784770,720575940631821160,42307
720575941678341309,720575940632634413,60190
720575941576813160,720575940624334020,25471
720575941498628681,720575940624728504,54536
720575941471454219,720575940611130066,37245
720575941627410214,720575940624706547,67802
720575941432106081,720575940629513157,530873
720575941439772383,720575940615058070,39953
720575941456575647,720575940633725011,933394
720575941490831049,720575940625624464,19587
720575941436895199,720575940619849069,77607
720575941571838365,720575940620179160,77565
720575941526860290,720575940630731973,14099
720575941468532343,720575940619422272,81670
720575941578048337,720575940626375164,535258
720575941574728201,720575940624554313,117871
720575941453206855,720575940632452626,934454
720575941524617241,720575940618961435,112570
720575941486116749,720575940642389749,549208
720575941504551618,720575940630097256,512392
720575941526518950,720575940628991504,105141
720575941703127002,720575940631250492,57477
720575941572500808,720575940614417314,62233
720575941655207897,720575940638559302,38232
720575941574226024,720575940620163206,59829
720575941476973361,720575940631565049,244456
720575941429039535,720575940631919976,206261
720575941566626919,720575940619140262,909612
720575941610238822,720575940621640368,152299
720575941448119645,720575940640467163,812522
720575941553530503,720575940641655949,30402
720575941721258298,720575940618197840,104930
720575941481296838,720575940620476837,58977
720575941481671366,720575940629131516,158561
720575941593806955,720575940623274168,60394
720575941443376810,720575940640919760,61127
720575941481593795,720575940626312714,822047
720575941663617148,720575940628713468,13027
720575941626374764,720575940620537370,68499
720575941458430623,720575940628620785,97141
720575941545070085,720575940605300140,57628
720575941507434053,720575940620111952,903300
720575941477192222,720575940605899878,51088
720575941503335618,720575940626621642,64912
720575941493956734,720575940616998668,542235
720575941579337809,720575940608357762,93334
720575941612374236,720575940635440741,70289
720575941515746650,720575940621517734,517951
720575941639173663,720575940616345286,47465
720575941624621723,720575940607591810,78268
720575941544252777,720575940628687719,122713
720575941661005112,720575940634463992,30082
720575941514080147,720575940658442625,26214
720575941460834515,720575940625909777,805101
720575941633245856,720575940603472864,95084
720575941644236232,720575940630091095,132509
720575941477655402,720575940606857602,805784
720575941632167148,720575940618512418,359209
720575941571690910,720575940603747360,36929
720575941477396801,720575940650149753,805963
720575941554009242,720575940612111894,62012
720575941662085688,720575940625651914,67442
720575941414218644,720575940640690560,73698
720575941501844055,720575940627309394,38447
720575941409104302,720575940645532292,535151
720575941558735405,720575940627333826,48377
720575941611837660,720575940614753938,100144
720575941667371507,720575940615258878,67155
720575941485899586,720575940623362122,147757
720575941438115602,720575940632722479,99568
720575941534954584,720575940631152128,33071
720575941551338239,720575940624811139,137843
720575941503430338,720575940620369543,39049
720575941626812966,720575940622395260,71063
720575941496982345,720575940611783464,812644
720575941416382748,720575940620496976,189543
720575941565486855,720575940642514829,75678
720575941551255667,720575940636795760,32842
720575941575704502,720575940622750868,580251
720575941508010846,720575940616679218,42109
720575941518900696,720575940630222895,11847
720575941522374840,720575940630894585,138448
720575941526606948,720575940621750604,133420
720575941516336377,720575940633378841,905048
720575941572787599,720575940629973292,56044
720575941534950081,720575940619385920,72318
720575941408380719,720575940621356464,84614
720575941498705531,720575940618145078,204318
720575941392358660,720575940632574094,113156
720575941688698331,720575940645541399,112978
720575941437043730,720575940627299940,61206
720575941687851020,720575940613981905,293125
720575941410858607,720575940624566792,113375
720575941552806279,720575940625453901,149329
720575941452765255,720575940622277808,88627
720575941515189347,720575940614390782,80132
720575941544683452,720575940624898540,804382
720575941512649681,720575940627770011,84493
720575941586584542,720575940627334918,108400
720575941589414028,720575940618379554,45549
720575941598743488,720575940614639015,810066
720575941539620813,720575940642025205,902515
720575941578096885,720575940618696989,35343
720575941429321313,720575940606311772,530012
720575941572079262,720575940617102173,63883
720575941625353883,720575940639833422,805025
720575941541986140,720575940635117503,159299
720575941562056872,720575940615927750,60918
720575941483076538,720575940620660207,58009
720575941406680494,720575940616936285,25378
720575941496070528,720575940634484581,539552
720575941650002929,720575940615946555,146868
720575941571584158,720575940606266801,87573
720575941490165813,720575940631172665,98803
720575941537321955,720575940605420674,231411
720575941651954417,720575940612280945,812486
720575941612229037,720575940614195251,519415
720575941485785808,720575940620123015,110113784
720575941595873984,720575940624000659,37935
720575941513184003,720575940622364118,530434
720575941474639146,720575940630743670,59800
720575941483145914,720575940641476916,25984
720575941560969517,720575940629078800,13718
720575941486202886,720575940606524337,93445
720575941534588682,720575940616415062,107143
720575941515422019,720575940637391423,44961
720575941491549872,720575940620956781,512094
720575941578853877,720575940621260643,119319
720575941509452816,720575940614933043,50756
720575941471859776,720575940619347777,514733
720575941652048369,720575940617002613,109256
720575941560659245,720575940633687950,90726
720575941624574602,720575940612345698,36904
720575941535991306,720575940635715947,164430
720575941438970431,720575940620513089,103148
720575941471454583,720575940635625367,15257
720575941411758740,720575940618752848,140186
720575941413620628,720575940645682199,192249
720575941485118861,720575940639767693,89326
720575941679849149,720575940623932941,529742
720575941439424575,720575940636293739,51567
720575941554564891,720575940617917233,808813
720575941452484423,720575940632061711,45043
720575941534912088,720575940640281432,123763
720575941490530505,720575940629604601,27544
720575941602811577,720575940622091391,161199
720575941430129289,720575940619309726,92419
720575941507530369,720575940638907520,162180
720575941723337530,720575940627453778,807182
720575941578302545,720575940618147101,54745
720575941414647441,720575940633198673,532795
720575941506394974,720575940606698598,814963
720575941527204354,720575940629935107,185959
720575941670294193,720575940640259035,809839
720575941578634841,720575940644084503,935508
720575941471556416,720575940615841346,808178
720575941603936702,720575940627743833,111998
720575941596573829,720575940606217138,148652
720575941392186884,720575940643789860,131817457
720575941512976204,720575940635870874,51390
720575941554236058,720575940642910368,69443
720575941504447682,720575940628791272,489737
720575941554487194,720575940610922360,803888
720575941478231146,720575940631184441,93857
720575941452123443,720575940623989773,126356
720575941702826202,720575940627344996,18220
720575941577817333,720575940623336330,811933
720575941524350283,720575940631602340,13804
720575941680373437,720575940613633394,801346
720575941514579546,720575940629942827,190101
720575941563706770,720575940628004251,83873
720575941504699671,720575940631175109,76575
720575941483943677,720575940624968013,69786
720575941632088763,720575940637434202,516551
720575941603460537,720575940631915863,268396
720575941513631299,720575940613598617,581291
720575941577865561,720575940621182374,77130
720575941571920542,720575940614712371,56945
720575941438603794,720575940625674023,36422
720575941662128952,720575940630819923,812299
720575941562266669,720575940616484747,52145
720575941549965428,720575940637329124,74707
720575941627263270,720575940617641301,106967
720575941655218132,720575940605020448,49447
720575941432361742,720575940605557438,815016
720575941569826810,720575940632641336,107711
720575941505812133,720575940616974166,521511
720575941595493233,720575940605184958,32213
720575941426277972,720575940644135840,121289
720575941565965878,720575940630715899,71918
720575941401303587,720575940611233490,45058
720575941477366833,720575940618670296,84562
720575941580204153,720575940617419323,185357
720575941635244645,720575940626975162,64227
720575941563518208,720575940625011300,67630
720575941449922375,720575940610859994,63280
720575941439313887,720575940628220435,363173
720575941437461036,720575940626132508,514856
720575941501878466,720575940616851286,57515
720575941489855541,720575940625892912,102852
720575941702661338,720575940607971337,817461
720575941454922291,720575940626803714,22821
720575941558475379,720575940613183717,160073
720575941572712862,720575940636241264,534857
720575941449217358,720575940632095274,92058
720575941469998400,720575940620441821,96838
720575941661416060,720575940610582574,65039
720575941402440995,720575940605199584,42867
720575941431091849,720575940630850412,93414
720575941722184250,720575940618389637,67005
720575941446830100,720575940628979218,98113
720575941430237176,720575940620548078,517582
720575941643859026,720575940616938555,24625
720575941560067955,720575940631554627,55143
720575941458853702,720575940630063557,74361
720575941549105697,720575940632085900,60746
720575941523824459,720575940626962435,61324
720575941572815247,720575940629104144,152798
720575941487186384,720575940634017197,817670
720575941490861518,720575940623351432,92350
720575941670316967,720575940621274845,910077
720575941482187715,720575940627307141,580817
720575941415249948,720575940615593873,801781
720575941592911144,720575940632125753,122511
720575941575360911,720575940606081196,101194
720575941495415934,720575940619449520,908822
720575941659035472,720575940631186596,69837
720575941515127642,720575940616772981,107649
720575941479377120,720575940609535812,69671
720575941482405629,720575940625158899,109539
720575941688221452,720575940633608343,146889
720575941454749491,720575940631543414,38003
720575941506166588,720575940626689917,922423
